tvshow,supachalasai,sinthorn,social,food,blueplanet,bangrak,siam,ratchada,isolate,silom,home,lumpini,wahkor,beauty,library,chalermthai,korea,mbk,family,chalermkrung,klaibann,siliconvalley,region,cartoon,jatujak,rajdumnern,horoscope,religious,gallery,theoldsiam,camera,gadget,greenzone,art,writer,pantip,uid
124,18,30,85,497,92,67,33,22,19,77,46,139,19,174,21,12,18,8,24,15,21,5,32,0,12,0,4,7,13,13,7,3,7,1,0,1,oh3ofrkdbzoO4KT033f
128,290,90,35,80,63,16,18,51,62,63,53,18,85,15,71,51,2,18,12,11,13,92,29,228,13,23,9,11,3,1,0,4,6,0,0,2,p1p5wubnb
78,21,627,109,33,59,23,45,59,21,85,113,76,23,56,42,19,4,37,19,6,32,39,14,4,6,4,0,1,2,3,3,2,1,0,0,0,oemdkeuwdUCu3yRp0zR
167,141,50,47,146,117,38,24,24,104,58,35,40,96,33,46,43,125,31,14,39,65,84,16,28,7,1,1,0,22,3,10,6,3,1,0,1,pagnzdrfqsECH4CjRYQ
153,116,11,75,154,12,55,70,9,7,29,16,446,10,337,10,10,6,5,35,12,24,3,8,0,18,3,2,7,3,4,0,12,4,0,0,0,o434umalghMpSxio7Kk
22,10,9,24,193,63,21,38,10,0,36,53,105,8,637,9,1,77,12,141,3,5,5,29,4,33,0,5,2,67,8,16,6,4,4,3,3,pekll2btd66mcaTE0cf
252,1192,5,3,9,33,0,4,22,18,3,2,2,2,9,5,2,1,2,1,3,13,2,10,4,5,0,0,3,0,0,38,20,0,0,0,0,n9qrap6lv37RZkY0tpJ
62,17,24,60,283,67,69,49,94,64,40,59,44,29,100,43,42,21,24,18,30,23,127,24,191,13,0,9,6,8,4,2,10,1,6,0,2,pb483ygb9C540599bow
93,6,14,79,12,9,28,88,6,26,29,6,48,172,8,481,159,6,1,19,16,30,7,19,162,9,33,27,41,3,7,1,0,5,13,1,1,osgw1ijwr93vKgX19hm
671,43,56,40,28,132,52,44,17,25,44,15,56,15,147,36,86,12,14,8,22,16,1,11,2,5,1,21,5,19,10,3,3,1,1,1,2,p9w0d2yh4Cn32qDIjj7
83,56,37,60,44,73,29,81,50,80,52,37,39,70,23,89,28,215,41,16,51,14,37,36,10,12,1,46,6,159,4,45,14,5,6,15,0,phhrn51rti6dLpn9V5q1
165,8,24,106,49,40,132,82,38,182,26,13,30,65,59,56,69,30,51,43,60,62,171,12,46,14,3,4,5,3,4,0,2,7,1,2,0,pj69dw30yoekBx4hKv33
1482,2,2,7,1,10,4,2,2,25,7,2,1,2,5,23,27,4,1,0,23,0,0,5,0,2,0,2,3,2,0,0,0,1,0,4,13,op5rjy11opduDlzDebLI
11,26,310,112,252,40,14,21,104,24,89,74,52,62,5,18,8,6,192,7,2,5,131,21,16,3,12,3,3,5,7,11,10,6,2,0,0,o37kkrtfEqpSV58YC0
21,381,63,97,33,137,13,9,118,10,54,102,16,29,4,37,90,7,80,9,8,28,33,12,227,5,4,2,3,3,9,5,2,1,8,0,3,ovugntp9myCPbmM5BV8
106,9,20,7,35,38,43,24,16,935,21,32,23,9,43,13,38,2,11,18,159,14,8,3,6,6,1,6,0,4,0,4,0,2,2,3,2,oj3j3w5g60hpI6Smx9E
43,22,42,126,324,68,169,91,31,19,77,61,152,13,121,9,7,11,46,68,6,15,9,43,2,23,0,8,4,18,16,6,3,5,2,3,0,p8hudxqpc1A2bmKw1tJ
26,29,175,139,67,52,91,35,87,15,120,412,70,55,24,27,8,4,28,40,6,31,13,22,0,23,1,10,0,9,20,6,3,12,2,0,0,p411p5j58EII4M8jv2C
27,19,84,105,74,176,21,62,20,24,245,30,59,131,20,206,21,12,23,10,13,159,17,19,16,3,3,9,26,10,4,2,2,5,3,0,2,pg08ax93oBp9PBWc3GY
288,34,2,15,16,7,8,13,3,255,9,2,4,3,13,5,45,669,3,0,161,7,3,0,54,2,35,0,1,0,0,0,0,0,0,0,5,pc9mkqrf8CLgiWDnAuh
42,36,403,140,35,39,29,28,321,12,59,95,27,91,20,21,15,3,57,24,10,23,31,23,19,15,5,2,3,1,5,1,10,11,6,0,0,pgtkr86tevbh1fK15tCy
22,18,58,37,29,768,13,39,37,10,71,42,32,23,123,27,14,3,28,14,1,42,6,85,2,5,18,1,1,54,0,28,10,0,0,0,0,p8z7tzohoW4owy2JUHM
991,0,0,5,15,1,2,15,2,419,1,1,4,4,12,20,36,1,1,3,63,1,4,1,45,2,1,0,0,1,1,1,0,1,1,0,6,p2v3iilrw
22,582,56,25,6,45,6,16,32,284,49,8,17,168,3,139,14,13,4,5,42,37,2,32,0,6,13,5,16,2,1,3,1,7,0,0,0,p8kror5wqM1urYUuaol
3,4,40,115,2,5,435,606,5,8,88,8,31,26,10,102,2,0,2,13,6,14,15,13,6,8,37,15,14,1,14,0,1,5,2,4,0,pbyf06kftma373lnZUt
5,378,67,81,16,4,26,49,111,14,181,16,452,17,168,9,2,0,3,8,3,5,1,6,0,5,5,0,5,0,16,0,6,0,0,1,0,p3fcem6jn0IWDM8rehk
46,15,31,85,47,20,55,38,38,89,44,139,36,48,29,19,21,8,21,76,26,4,32,14,155,343,5,3,4,12,6,36,64,30,18,1,2,oxaabyeqlnIaTohGOOF
28,4,3,8,0,2,5,11,4,865,7,1,0,3,6,20,38,412,4,1,207,4,12,2,3,3,0,1,2,0,0,0,0,0,1,1,2,p81vct2ye6C7c8n7GFY
3,91,113,136,420,229,31,22,162,14,36,83,21,6,5,5,9,7,15,18,1,5,6,87,1,2,2,3,8,96,1,4,9,7,1,0,1,o4gxqgqq8XnYBeYmBxV
47,1145,7,9,4,5,7,16,0,16,2,1,11,46,9,48,44,157,0,18,25,28,1,1,2,0,5,0,2,2,0,1,0,0,1,0,0,oj3062m3o6a26ZtbdPe
99,22,33,56,325,200,39,20,40,17,51,60,71,35,236,33,23,26,4,21,8,32,6,60,3,22,1,19,6,54,15,8,1,5,6,2,1,ob16bq4frR4sSmESP1J
79,40,71,163,12,30,128,60,124,89,112,22,55,271,33,132,12,17,18,31,43,25,16,11,9,19,1,9,11,3,8,2,1,1,1,0,1,pf6ikx96n27Toa6j71VQ
166,26,13,34,498,212,35,11,15,13,18,57,75,9,93,30,10,15,5,70,9,74,0,69,1,19,0,2,2,49,12,6,1,6,3,1,1,odjfofyqba1lMeHEnXF
162,70,45,59,33,19,97,73,16,161,47,21,55,107,30,121,144,33,15,48,63,14,42,15,104,16,8,6,1,5,10,2,1,4,3,9,1,pf6g268z9aywTFCawX6G
168,9,14,48,533,244,16,11,31,32,48,57,33,39,49,22,17,15,41,8,9,15,4,95,2,17,0,1,1,49,4,8,3,11,4,1,0,o2fhs6gduzGEin3q3nn
562,8,18,106,29,38,92,62,47,41,39,40,49,15,39,85,18,3,3,182,28,11,1,8,1,21,2,65,10,1,9,0,1,16,1,6,1,o3nmldlrhIG1s1Ac9g6
292,763,7,25,7,26,7,19,51,73,76,11,14,5,37,14,50,9,10,6,58,6,16,17,45,1,1,7,0,0,1,0,2,0,1,0,1,p7kriayxpt63tlVR2a3
72,780,1,1,3,2,0,9,0,43,1,0,1,3,10,7,2,654,0,4,58,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,ozpoa0b4bZa7dLlW4QE
5,147,12,259,10,16,144,123,114,0,35,15,459,13,32,65,3,0,2,29,3,17,3,3,4,12,0,7,8,2,94,0,16,1,0,1,1,pbhzo4vkyM46J0imPaQ
63,786,58,70,9,52,6,9,166,2,23,97,55,29,30,10,11,1,30,4,4,9,12,23,0,62,3,2,6,7,5,5,1,5,0,0,0,ohjwigliywmGwJ571Hq
105,12,62,112,82,230,110,103,31,18,63,64,70,52,63,54,34,87,25,46,18,82,17,16,42,11,3,3,3,21,7,0,2,2,3,0,1,pg81ac5frcGH0OYf0E1c
238,33,28,49,196,327,35,20,51,17,30,45,47,31,112,41,35,28,3,22,22,29,3,85,6,20,2,1,6,59,8,9,3,7,4,0,2,p3203v1fucaV4AnB6X5
361,45,88,113,109,66,86,56,42,108,76,40,88,29,55,17,57,12,51,36,20,11,21,14,1,9,0,4,7,2,7,2,17,1,1,1,1,pgcb73b0p3048ZogXNX
3,3,75,121,17,67,80,34,650,5,37,306,22,32,4,5,2,2,7,17,1,9,5,63,1,19,5,8,11,10,3,3,12,14,0,0,0,p3cucbo6u3b80u0lbar
29,2,23,21,14,175,1,13,27,35,10,9,55,14,37,29,126,2,27,12,10,35,22,10,72,15,9,0,1,42,0,765,0,3,2,1,5,pecqwxb7laO4nPn6ltR
10,10,74,128,267,37,11,18,118,24,172,75,33,130,8,34,30,12,162,7,10,12,93,31,20,16,3,4,6,18,6,11,50,9,2,1,1,pimsf11j7w0NoU259ZA0
176,20,91,103,103,109,100,45,69,61,97,100,69,59,51,43,25,89,22,28,46,29,6,27,7,10,0,7,0,22,24,3,3,3,2,3,1,or211k2x7EQ142Xp6xd
143,22,24,66,462,61,53,45,49,39,56,51,82,14,120,7,9,176,11,10,51,20,9,22,0,5,0,7,1,8,5,14,2,7,1,1,0,p6eaiof0xyGxGL8p9HF
325,9,42,44,11,43,45,14,107,535,19,14,16,18,88,31,72,27,7,11,128,6,5,8,2,3,2,0,2,8,0,6,0,0,1,0,4,obxwbqjk4cODnn4z1Bj
323,24,73,77,117,180,17,31,62,35,135,75,51,24,179,18,17,11,2,53,32,17,1,42,0,8,4,7,8,18,4,3,1,1,2,0,1,ovqihyn9w1fmTorBdtu
15,3,1,129,25,20,304,512,9,27,26,10,145,20,134,23,34,6,4,101,20,8,11,23,11,12,1,5,4,2,1,1,0,1,2,2,0,oyd7i84deqHdC4yaI1G
17,13,50,87,56,33,2,21,365,5,39,69,18,127,10,25,30,1,71,6,5,8,240,38,233,12,2,5,6,5,4,7,21,8,10,0,3,p470c4284vwrY053yU9
87,18,97,49,138,277,21,29,18,18,57,28,100,50,125,24,35,24,32,14,11,27,13,75,6,98,2,6,44,90,5,20,2,6,4,0,1,pgg4il1d8xzCuDNUX0Sz
80,1291,5,9,3,2,4,8,4,0,7,1,6,8,4,12,116,1,2,1,9,2,7,0,63,1,0,1,3,0,0,0,0,0,1,0,0,pawtj5mkvE58ml5K6QI
20,10,373,57,20,256,10,24,32,74,52,7,41,10,101,23,9,143,173,4,17,68,32,13,5,6,1,4,3,5,5,3,46,1,3,0,0,phf6pe6xeiOeORt0kRTC
77,20,65,158,221,113,142,65,58,26,69,116,65,35,59,34,18,3,21,86,19,37,8,29,1,24,1,15,2,23,6,21,4,7,1,0,2,pd6t411xVlomoaOsvg
4,32,9,97,14,24,25,44,876,49,18,57,46,88,14,6,2,1,21,14,8,7,97,16,2,11,1,9,6,3,2,2,41,3,1,0,0,p9sxcdj7jbKFGhxrTcO
1219,13,13,29,3,3,24,27,2,8,18,3,16,21,13,26,77,33,5,7,29,5,2,6,5,6,2,3,1,0,3,1,2,2,3,0,20,pbaskoj6uAQvG5NLK2c
173,13,206,101,38,6,28,19,22,19,113,617,20,12,13,9,54,7,14,55,19,3,29,10,0,12,0,8,0,0,4,0,21,3,0,0,1,pgngeb9nwd1dHnVKEPca
161,55,68,108,47,93,16,50,29,29,53,28,16,92,42,310,85,22,81,5,28,71,10,36,6,12,8,13,20,16,8,3,0,6,19,1,2,pauxlraleC1QZ9Oga5Z
246,420,57,76,21,99,12,23,117,38,32,173,19,17,91,35,20,6,14,13,32,29,5,12,1,5,10,4,0,5,4,1,1,2,0,8,1,p7xtksomztoGEII5ZYt
51,42,21,41,55,780,14,20,60,4,10,9,18,41,16,25,7,104,26,7,13,100,7,73,2,12,1,2,0,46,8,24,3,2,3,0,1,pafdtbhm4gNsETCTKhU
402,9,3,61,4,3,401,424,8,54,18,2,36,6,47,11,13,22,2,35,39,3,2,4,2,8,1,6,1,2,8,0,3,0,0,2,6,o9l4yrnalfG7DLO6Gun
34,4,26,55,69,295,27,65,18,7,59,22,23,32,19,137,7,34,20,17,5,570,18,19,4,7,0,5,4,24,9,2,3,2,3,1,1,p7ngyjliyiPgRmFk9C7
144,5,165,356,15,12,100,93,67,44,67,103,86,3,55,31,12,9,27,111,52,3,28,11,3,5,10,3,10,0,11,0,1,3,1,1,0,p3g6svkvnmIsXN626IL
192,44,42,115,14,183,103,102,18,13,45,111,233,12,35,21,9,15,2,11,39,85,3,26,0,11,21,4,8,14,99,2,2,7,3,0,2,p9ooljawq7jUWk0lBqX
177,951,25,26,62,13,9,15,16,21,12,10,73,27,56,28,18,29,11,7,23,7,11,8,2,0,0,0,2,1,0,1,1,1,1,0,2,oe6twc1lhVwrAPjl0pL
39,989,29,49,10,19,14,17,211,3,26,25,16,83,8,28,6,0,12,2,0,1,8,12,1,8,2,0,2,6,0,0,12,4,0,0,3,p8sv25epfikD7cp5mqm
25,71,86,104,68,85,60,46,357,60,35,32,28,27,13,60,147,1,135,11,25,9,11,65,11,6,23,11,4,2,3,10,7,2,2,1,2,petn2nqijgfXkitbCiv
34,13,261,200,103,32,228,128,32,5,113,65,83,24,28,42,5,6,8,59,5,83,10,13,5,5,4,3,16,2,22,1,1,3,2,1,0,pctfvlj2w18KU5Z30K7
131,39,30,51,274,450,10,11,91,23,58,26,55,23,47,23,65,17,11,12,26,38,8,40,5,8,7,1,2,45,2,7,3,2,2,0,1,pfkd7dmtgFITaOhhzDs
240,17,19,53,50,126,26,25,29,194,33,17,30,34,45,38,17,358,22,15,79,75,9,10,8,8,0,2,3,24,11,21,4,1,1,0,0,p6yywkmlsWJuETz03SW
6,3,8,31,1004,108,9,23,2,1,37,77,72,22,29,19,2,21,4,5,5,16,2,70,3,19,0,3,5,12,4,2,2,12,1,2,3,pdtb653052592wpdyz
13,2,678,148,9,30,8,15,40,166,146,105,16,10,5,14,9,6,109,10,7,11,27,7,1,1,19,1,0,0,20,1,5,0,3,1,0,p3hccdk4ww0Ub8rnxIR
374,20,43,78,115,73,20,55,33,189,58,31,40,27,48,42,60,41,27,16,46,19,24,19,3,9,2,34,2,20,7,10,21,1,4,29,3,pdujkhu319NaSDBOV9L
176,3,26,81,54,101,114,80,8,20,36,10,37,35,274,78,258,16,2,56,25,28,2,11,51,8,9,8,14,5,4,3,0,1,3,5,1,pdo1fxfhyXaXCtScgdq
508,182,8,10,12,7,6,6,1,654,5,5,3,6,19,5,18,4,8,18,137,0,4,3,0,0,0,1,2,5,0,1,2,0,2,0,1,oznt0qh3s
22,266,9,32,22,394,278,115,15,26,12,0,11,5,48,24,4,76,13,9,4,49,1,4,1,2,1,1,4,72,10,107,1,0,2,2,0,p8ftjq64oawoN3ubj5A
88,24,16,50,74,44,144,250,32,64,23,12,146,32,293,19,14,98,5,21,41,4,14,13,6,16,1,66,11,11,2,4,2,2,0,0,0,pgf04nd2xII5US65NaB
66,27,108,238,149,92,70,68,108,24,91,181,65,29,20,42,21,11,9,77,22,27,2,33,2,10,7,3,8,6,10,1,0,11,2,1,0,pgafvoecs8qK6QWnJl5
4,1,1302,58,3,13,7,14,27,0,86,34,4,15,2,8,0,0,18,2,0,6,9,6,0,4,6,2,1,0,2,1,2,2,1,0,1,ot42pqbho20RJMM5ugz
20,11,13,34,25,46,8,45,31,5,24,51,51,834,2,94,46,0,18,11,10,9,78,22,4,36,12,20,26,5,6,4,11,21,5,0,2,pdyj2guwojG05UaKU3h
245,18,43,96,92,26,20,84,20,30,57,34,112,84,143,62,81,153,26,33,49,26,33,18,7,10,3,13,5,2,3,0,6,3,1,1,1,p76vbfc2218jkkNdIfT
56,1266,5,15,74,10,4,7,16,5,7,8,6,30,7,49,6,4,1,3,9,6,1,23,0,2,6,1,1,5,2,3,0,0,2,0,0,p04a5bft1
5,2,313,147,28,13,39,39,22,0,199,316,49,84,6,25,0,1,11,73,2,12,60,19,4,14,5,10,9,0,120,1,8,3,0,0,0,pfz4kq5co2ywYlObNHbl
794,19,17,57,21,13,73,67,5,38,34,25,33,23,36,59,97,20,6,20,43,16,11,9,14,12,44,9,4,4,5,0,3,1,2,1,4,oce5w3xwj0H0KvenKzt
7,10,16,71,213,312,14,30,239,3,20,147,41,69,10,17,2,3,59,26,4,8,54,125,0,18,8,4,7,34,12,11,27,13,3,2,0,pbfc3y27ySigtwIA6Im
3,33,328,168,27,45,26,41,62,3,226,314,15,30,9,20,7,2,86,15,2,12,24,47,1,27,8,10,4,10,10,3,5,8,4,0,4,pakq2wosttvi6CsCChn
280,311,60,28,72,252,11,17,21,91,60,17,8,33,60,55,29,12,13,9,27,71,1,19,43,3,8,0,3,15,0,2,0,3,3,1,1,oj18nbcp4RkMz1YM7uy
46,45,31,42,8,115,15,45,168,18,17,12,11,280,1,110,81,6,110,2,14,8,63,44,180,22,3,8,10,67,3,16,10,10,12,6,0,pfwprq7splPZ2Q8k1jE
13,31,107,144,54,26,31,40,182,29,256,235,55,25,37,18,8,4,60,10,7,11,180,13,4,15,1,1,5,7,4,4,16,3,2,0,1,p8p4k0lhCD7ZZ58GAD
75,2,0,56,7,3,12,58,0,12,8,0,30,9,14,10,32,355,0,15,898,4,3,0,29,1,2,0,1,0,0,0,0,0,1,0,1,pgl4kciju6o5jHYaQXI
166,29,59,163,69,81,77,54,64,32,62,83,91,47,69,34,27,44,22,43,32,38,26,22,5,33,5,28,7,32,33,17,18,8,2,7,9,pentpcmkvxHH92UnbnI
633,22,28,48,103,54,141,64,10,31,39,33,19,23,36,68,61,14,29,24,15,12,16,24,24,21,4,4,3,16,2,1,5,4,1,0,3,p080ml30v8D19NMkGUH
47,12,101,184,13,7,103,273,37,38,80,36,225,23,270,18,16,11,16,44,19,9,6,12,2,6,3,1,8,2,0,3,0,6,4,0,0,pg5dpens19fCmv8XvzD
15,3,23,511,26,8,205,228,11,31,71,14,172,25,58,44,4,3,24,61,8,11,6,9,1,10,1,24,6,2,12,0,1,6,1,0,0,pbblkxh32TKT1E9O5s8
19,224,272,31,47,193,7,11,69,15,37,24,23,203,5,106,22,1,7,7,3,16,5,66,139,15,10,2,11,34,1,2,0,4,3,0,0,nrnywh2uq1HM103XlG3
52,130,274,70,172,119,26,20,136,4,75,129,41,63,18,7,10,0,51,10,5,18,73,48,9,11,7,5,4,21,5,6,11,2,0,1,1,pen8bq7ze5YvOehC75N
282,25,42,87,87,87,136,58,80,36,62,50,52,22,112,31,21,54,6,45,62,42,4,45,1,4,0,79,1,4,11,1,1,1,1,0,1,oyxrz3jl6i2vWI8GPm4
366,25,26,48,357,48,24,19,7,20,44,36,37,20,42,257,61,38,3,20,22,24,0,17,29,12,0,5,4,3,6,2,0,5,4,1,1,nqufpt871pLXVTub7im
107,99,87,150,115,43,77,29,164,31,88,90,55,96,35,27,25,5,74,26,19,19,39,21,18,21,1,26,2,6,10,4,16,5,2,0,0,p0zgjfuqzz5t3fPe5Tn
52,1209,14,7,3,9,1,17,8,36,63,5,51,14,35,31,14,1,21,3,6,9,9,9,0,0,3,0,1,0,1,0,0,0,0,0,0,ojih9uu2zwomfSfkCC4
296,39,50,127,69,90,62,73,22,36,111,66,97,51,88,53,59,7,8,30,48,30,6,17,1,33,4,12,11,12,9,4,3,0,3,5,0,pa70najcwswQ75oXEUR
204,476,1,1,3,1,1,5,0,563,2,1,2,1,3,5,14,259,3,2,73,2,0,2,1,0,2,0,1,0,0,0,0,0,1,0,3,om1c9w69xeVVNAiAxBe
451,9,149,67,70,82,31,31,26,11,54,76,53,34,99,44,59,14,20,13,40,67,5,13,3,45,6,22,7,4,13,1,3,5,0,3,2,p95ate195CJ4Bh9Avel
118,9,623,59,9,92,42,53,7,33,29,14,53,8,62,30,32,0,1,228,35,7,1,35,2,6,5,2,7,16,9,2,1,1,1,0,0,oxt87cx3TL1usmZsEO
269,236,58,115,29,26,56,15,96,74,50,71,22,31,25,28,141,39,38,12,26,14,63,10,48,3,2,4,5,4,5,3,11,3,0,0,0,ozwxb3ker
68,82,37,40,1,8,460,405,8,203,51,10,69,6,32,35,10,40,5,8,5,15,1,4,1,1,0,4,6,0,6,2,0,1,1,1,6,p9rbf39avDJyabZ91jN
83,3,1243,38,22,17,16,4,7,19,20,19,7,10,17,17,11,0,10,7,3,2,2,7,1,9,7,4,6,9,1,3,1,3,2,0,1,pcqtmocauFhBwKmdepH
40,163,38,74,29,53,120,141,49,211,30,26,60,22,41,57,18,52,79,21,39,15,83,29,32,21,14,12,11,8,6,11,15,2,4,4,1,pj2cjlzsvy3c9hX8zFJ
104,85,49,89,87,182,35,33,60,52,60,47,52,74,35,126,48,17,40,29,14,91,17,40,10,15,4,6,20,31,14,11,10,11,6,14,13,pjnq6636zhg4t1IgN0jJ
61,815,23,37,34,113,22,19,49,40,33,57,12,12,8,12,9,18,8,16,15,10,5,62,6,38,0,4,3,51,5,9,2,20,2,0,1,pdnserex5TR3Qwk6499
10,8,18,73,47,1005,4,6,28,29,33,4,18,4,32,14,1,29,17,31,2,139,2,6,3,5,0,0,2,52,2,4,0,0,2,0,0,pg7tty3rlczkt81c8Kq9
14,28,32,112,180,13,15,20,59,21,49,8,19,42,55,47,74,2,297,7,2,4,52,9,284,6,15,0,8,12,3,124,15,0,0,0,1,pafk5tdutjpfwD7101J
33,3,1106,92,8,12,11,13,36,2,104,54,39,13,6,24,12,1,18,6,1,7,3,5,1,2,6,0,1,0,10,0,0,0,0,0,0,oxeakrl7zq4X62YE1is
462,4,5,3,0,1,0,3,1,765,3,0,0,0,6,18,40,96,5,0,194,0,1,5,4,0,1,1,0,0,0,0,1,1,0,0,9,p0hgdtkg25JdWPL8vlP
97,73,14,24,29,72,17,17,8,270,22,4,7,170,9,287,137,9,36,3,63,31,38,23,56,9,8,4,59,23,1,2,2,3,2,0,0,pb0v7011rzeVfsRAjixt
1183,187,11,18,9,10,16,1,3,0,6,3,6,2,39,9,27,42,3,4,28,6,1,4,1,2,0,3,0,0,1,0,0,0,1,0,3,o8z6t8dnvhcK6Z2UmnQ
638,43,30,46,22,73,9,22,45,212,55,71,19,16,76,24,28,10,4,16,22,16,5,15,6,6,78,0,0,6,4,2,3,0,2,0,3,p1lzfdrd
68,6,23,21,603,366,6,13,12,10,15,27,67,3,61,9,6,26,5,41,3,9,6,140,1,3,0,1,1,60,1,9,1,0,2,1,0,pgh64vgs4zamDcJ5o8F
480,77,75,67,49,69,21,27,59,55,63,28,19,124,92,88,33,27,24,10,32,23,5,27,2,7,5,9,4,7,3,2,0,9,0,0,4,ogxpgjgwt14734UzfX8
67,3,9,55,15,76,49,47,23,29,15,35,276,43,65,7,11,2,10,667,3,5,56,14,0,22,0,5,4,11,0,0,0,0,0,1,1,p7w65tk74XiqGR61H28
42,151,302,102,60,92,17,27,54,59,118,38,29,113,8,35,63,22,133,15,18,12,39,22,1,13,3,2,6,16,2,2,2,5,2,0,0,pg5vup7yho358FX4Qlit
45,39,29,86,60,56,40,170,29,40,54,40,56,151,27,131,86,6,51,30,11,20,83,14,207,8,1,10,16,12,3,4,4,2,2,2,0,pec52cnahSavi61DeJq
186,15,47,212,155,63,46,97,34,53,58,126,55,14,14,79,17,38,4,58,20,15,5,44,10,68,32,9,8,9,15,2,6,4,3,0,3,ph2guq77oJ3LekpptqC
9,276,186,85,17,6,45,19,346,4,51,313,13,22,4,14,28,2,9,60,12,6,11,16,6,19,4,1,3,3,2,1,6,22,2,1,0,pfacxa5fk0yRYWpQCZEU
20,1422,30,5,4,0,1,4,1,6,17,12,28,3,12,3,13,0,2,1,1,1,16,6,14,0,0,0,1,0,0,0,0,0,0,0,1,oik4w43wtd1p03b4rvI
40,1292,11,23,0,1,7,9,27,0,10,3,63,13,30,22,3,0,23,3,1,6,7,11,2,1,1,1,4,0,1,3,4,0,1,0,0,pgc2l6cijylo4Zl50x6
128,8,19,109,31,66,129,117,18,27,60,32,122,10,479,8,34,57,8,58,28,11,3,16,2,16,1,2,4,5,6,2,2,2,0,0,3,p4kspobahjcWd0q63SP
36,26,74,136,149,116,45,42,240,13,86,103,91,56,29,57,14,6,19,26,5,122,6,28,1,23,2,4,4,11,38,3,1,10,0,0,0,pfckg88l4ic0j6q5GfMC
44,1523,3,2,0,0,0,1,2,6,1,1,11,3,4,0,1,0,7,0,4,0,6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,nz4vv6m2qklqkp4P9Id
28,2,33,62,7,25,9,336,4,35,132,34,32,18,13,226,16,110,15,41,152,155,9,57,5,10,8,19,18,3,0,3,0,0,2,1,1,oksgf8zufx8kHOrhXBP
22,103,175,129,18,7,50,45,40,40,66,486,27,75,3,26,6,4,49,16,16,6,44,21,29,48,6,15,3,1,9,0,16,14,3,1,2,or9aycogavV6olkqBYd
378,181,29,78,80,16,57,53,10,51,27,45,69,42,95,17,55,16,5,23,27,4,3,33,1,12,1,182,18,1,4,0,0,2,3,1,2,p9520zmg1DYMA9pFQ1x
15,425,256,57,18,26,21,19,19,7,81,193,44,104,21,32,3,0,6,9,4,8,5,24,0,17,62,19,91,4,7,10,3,8,2,1,0,op400i2n4k26Jdigrk1
23,5,12,131,44,8,587,177,27,5,15,23,78,3,21,17,2,0,0,293,1,15,7,18,1,17,4,34,8,7,16,6,1,3,2,9,0,p8erskkhsBcfYzy5LZT
99,121,42,49,70,16,51,45,18,159,47,11,133,38,92,46,156,87,14,9,96,10,39,9,104,2,5,25,1,2,7,8,1,1,6,1,0,pdugd9yob135R7Acapx
451,12,34,77,11,42,49,82,6,10,34,24,39,39,225,131,56,25,66,43,32,52,30,8,9,4,2,3,4,2,3,1,3,6,4,0,1,p0drnm1ee
62,4,152,253,314,37,39,49,45,28,194,116,42,9,46,17,12,5,22,69,10,21,11,10,3,5,4,11,10,4,8,3,1,3,0,0,0,otlehsf3iuecEE1KnkM
945,6,6,19,4,12,5,11,0,489,9,0,21,3,7,14,15,1,3,13,8,7,6,5,1,1,0,0,0,2,2,1,0,0,1,0,2,pd1gdx3dis5tnmi4Bqt
3,3,51,71,37,703,7,27,55,16,50,12,33,4,16,23,4,11,15,7,2,226,6,177,0,0,0,1,3,34,10,12,0,0,0,0,0,os1lk915x12N36VDDbh
274,12,47,76,379,47,66,36,16,111,64,45,84,17,22,23,7,3,3,156,8,14,0,40,0,13,0,11,6,17,10,3,1,6,1,1,0,oz3v42kmu
41,64,119,104,20,572,27,38,37,3,79,11,142,21,69,18,4,13,25,14,3,116,5,15,0,7,7,0,7,8,18,5,2,2,1,0,0,p70a7bhedRCjlrxlJT5
6,7,526,199,198,30,50,87,12,2,150,37,43,90,3,55,1,2,6,16,1,16,6,10,2,7,9,6,5,0,17,9,1,5,1,2,0,o71t6o2b83Ihe2vDpFT
24,9,86,187,110,106,60,57,40,10,103,187,201,41,52,20,1,3,8,185,2,36,5,19,1,17,3,8,2,1,12,0,10,9,2,0,0,phlszzltmrw5q115495
198,104,26,60,60,354,7,19,16,13,22,13,12,11,35,30,171,76,68,13,23,226,14,6,20,1,4,0,0,2,4,5,1,1,1,0,1,pdi9dpmf7fav4RLDms1
16,1554,0,1,0,2,0,3,1,2,0,0,1,3,2,10,1,0,7,5,1,0,0,4,0,0,0,0,0,1,0,2,0,0,0,0,0,p6nhgvpgC93kB81W8d
397,30,36,116,115,82,34,34,135,8,49,137,40,15,61,17,26,11,1,111,41,13,4,38,2,23,5,2,5,11,6,0,4,5,1,0,1,pe9dblctbG5YojbNnd
73,12,13,9,1,0,2,4,0,29,6,0,23,5,12,15,9,1188,7,4,166,8,19,2,3,3,0,0,0,1,0,0,0,0,0,0,1,p2eak7xj7
406,197,10,94,4,6,127,232,7,20,17,7,77,13,191,8,50,4,17,34,34,7,14,4,2,9,4,6,2,2,0,9,1,0,0,0,0,oox5d511ra51jo72VasY
8,116,65,125,4,60,7,16,840,3,29,16,19,45,3,9,3,2,5,5,98,4,5,45,2,3,4,4,0,5,6,25,24,9,1,0,0,ovuqdu229AWDbXPiRF9
